期货合约,UK
ta1806,405a258e00000005
cf1806,405a258e00000006
sr1806,405a258e00000007
ri1806,405a258e00000008
fg1806,405a258e00000009
rs1806,405a258e0000000a
rm1806,405a258e0000000b
zc1806,405a258e0000000c
jr1806,405a258e0000000d
lr1806,405a258e0000000e
sf1806,405a258e0000000f
sm1806,405a258e00000010
wh1807,405a258f00000001
pm1807,405a258f00000002
oi1807,405a258f00000003
ma1807,405a258f00000004
ta1807,405a258f00000005
cf1807,405a258f00000006
sr1807,405a258f00000007
ri1807,405a258f00000008
fg1807,405a258f00000009
rs1807,405a258f0000000a
rm1807,405a258f0000000b
zc1807,405a258f0000000c
jr1807,405a258f0000000d
lr1807,405a258f0000000e
sf1807,405a258f0000000f
sm1807,405a258f00000010
wh1808,405a259000000001
pm1808,405a259000000002
oi1808,405a259000000003
ma1808,405a259000000004
ta1808,405a259000000005
cf1808,405a259000000006
sr1808,405a259000000007
ri1808,405a259000000008
fg1808,405a259000000009
rs1808,405a25900000000a
rm1808,405a25900000000b
zc1808,405a25900000000c
jr1808,405a25900000000d
lr1808,405a25900000000e
sf1808,405a25900000000f
sm1808,405a259000000010
wh1809,405a259100000001
pm1809,405a259100000002
oi1809,405a259100000003
ma1809,405a259100000004
ta1809,405a259100000005
cf1809,405a259100000006
sr1809,405a259100000007
ri1809,405a259100000008
fg1809,405a259100000009
rs1809,405a25910000000a
rm1809,405a25910000000b
zc1809,405a25910000000c
jr1809,405a25910000000d
lr1809,405a25910000000e
sf1809,405a25910000000f
sm1809,405a259100000010
wh1810,405a259200000001
pm1810,405a259200000002
oi1810,405a259200000003
ma1810,405a259200000004
ta1810,405a259200000005
cf1810,405a259200000006
sr1810,405a259200000007
ri1810,405a259200000008
fg1810,405a259200000009
rs1810,405a25920000000a
rm1810,405a25920000000b
zc1810,405a25920000000c
jr1810,405a25920000000d
lr1810,405a25920000000e
sf1810,405a25920000000f
sm1810,405a259200000010
wh1811,405a259300000001
pm1811,405a259300000002
oi1811,405a259300000003
ma1811,405a259300000004
ta1811,405a259300000005
cf1811,405a259300000006
sr1811,405a259300000007
ri1811,405a259300000008
fg1811,405a259300000009
rs1811,405a25930000000a
rm1811,405a25930000000b
zc1811,405a25930000000c
jr1811,405a25930000000d
lr1811,405a25930000000e
sf1811,405a25930000000f
sm1811,405a259300000010
wh1812,405a259400000001
pm1812,405a259400000002
oi1812,405a259400000003
ma1812,405a259400000004
ta1812,405a259400000005
cf1812,405a259400000006
sr1812,405a259400000007
ri1812,405a259400000008
fg1812,405a259400000009
rs1812,405a25940000000a
rm1812,405a25940000000b
zc1812,405a25940000000c
jr1812,405a25940000000d
lr1812,405a25940000000e
sf1812,405a25940000000f
sm1812,405a259400000010
wh1901,405a259500000001
pm1901,405a259500000002
oi1901,405a259500000003
ma1901,405a259500000004
ta1901,405a259500000005
cf1901,405a259500000006
sr1901,405a259500000007
ri1901,405a259500000008
fg1901,405a259500000009
rs1901,405a25950000000a
rm1901,405a25950000000b
zc1901,405a25950000000c
jr1901,405a25950000000d
lr1901,405a25950000000e
sf1901,405a25950000000f
sm1901,405a259500000010
wh1902,405a259600000001
pm1902,405a259600000002
oi1902,405a259600000003
ma1902,405a259600000004
ta1902,405a259600000005
cf1902,405a259600000006
sr1902,405a259600000007
ri1902,405a259600000008
fg1902,405a259600000009
rs1902,405a25960000000a
rm1902,405a25960000000b
zc1902,405a25960000000c
jr1902,405a25960000000d
lr1902,405a25960000000e
sf1902,405a25960000000f
sm1902,405a259600000010
wh1903,405a259700000001
pm1903,405a259700000002
oi1903,405a259700000003
ma1903,405a259700000004
ta1903,405a259700000005
cf1903,405a259700000006
sr1903,405a259700000007
ri1903,405a259700000008
fg1903,405a259700000009
rs1903,405a25970000000a
rm1903,405a25970000000b
zc1903,405a25970000000c
jr1903,405a25970000000d
lr1903,405a25970000000e
sf1903,405a25970000000f
sm1903,405a259700000010
wh1904,405a259800000001
pm1904,405a259800000002
oi1904,405a259800000003
ma1904,405a259800000004
ta1904,405a259800000005
cf1904,405a259800000006
sr1904,405a259800000007
ri1904,405a259800000008
fg1904,405a259800000009
rs1904,405a25980000000a
rm1904,405a25980000000b
zc1904,405a25980000000c
jr1904,405a25980000000d
lr1904,405a25980000000e
sf1904,405a25980000000f
sm1904,405a259800000010
wh1905,405a259900000001
pm1905,405a259900000002
oi1905,405a259900000003
ma1905,405a259900000004
ta1905,405a259900000005
cf1905,405a259900000006
sr1905,405a259900000007
ri1905,405a259900000008
fg1905,405a259900000009
rs1905,405a25990000000a
rm1905,405a25990000000b
zc1905,405a25990000000c
jr1905,405a25990000000d
lr1905,405a25990000000e
sf1905,405a25990000000f
sm1905,405a259900000010
wh1906,405a259a00000001
pm1906,405a259a00000002
oi1906,405a259a00000003
ma1906,405a259a00000004
ta1906,405a259a00000005
cf1906,405a259a00000006
sr1906,405a259a00000007
ri1906,405a259a00000008
fg1906,405a259a00000009
rs1906,405a259a0000000a
rm1906,405a259a0000000b
zc1906,405a259a0000000c
jr1906,405a259a0000000d
lr1906,405a259a0000000e
sf1906,405a259a0000000f
sm1906,405a259a00000010
wh1907,405a259b00000001
pm1907,405a259b00000002
oi1907,405a259b00000003
ma1907,405a259b00000004
ta1907,405a259b00000005
cf1907,405a259b00000006
sr1907,405a259b00000007
ri1907,405a259b00000008
fg1907,405a259b00000009
rs1907,405a259b0000000a
rm1907,405a259b0000000b
zc1907,405a259b0000000c
jr1907,405a259b0000000d
lr1907,405a259b0000000e
sf1907,405a259b0000000f
sm1907,405a259b00000010
wh1908,405a259c00000001
pm1908,405a259c00000002
oi1908,405a259c00000003
ma1908,405a259c00000004
ta1908,405a259c00000005
cf1908,405a259c00000006
sr1908,405a259c00000007
ri1908,405a259c00000008
fg1908,405a259c00000009
rs1908,405a259c0000000a
rm1908,405a259c0000000b
zc1908,405a259c0000000c
jr1908,405a259c0000000d
lr1908,405a259c0000000e
sf1908,405a259c0000000f
sm1908,405a259c00000010
wh1909,405a259d00000001
pm1909,405a259d00000002
oi1909,405a259d00000003
ma1909,405a259d00000004
ta1909,405a259d00000005
cf1909,405a259d00000006
sr1909,405a259d00000007
ri1909,405a259d00000008
fg1909,405a259d00000009
rs1909,405a259d0000000a
rm1909,405a259d0000000b
zc1909,405a259d0000000c
jr1909,405a259d0000000d
lr1909,405a259d0000000e
sf1909,405a259d0000000f
sm1909,405a259d00000010
wh1910,405a259e00000001
pm1910,405a259e00000002
oi1910,405a259e00000003
ma1910,405a259e00000004
ta1910,405a259e00000005
cf1910,405a259e00000006
sr1910,405a259e00000007
ri1910,405a259e00000008
fg1910,405a259e00000009
rs1910,405a259e0000000a
rm1910,405a259e0000000b
zc1910,405a259e0000000c
jr1910,405a259e0000000d
lr1910,405a259e0000000e
sf1910,405a259e0000000f
sm1910,405a259e00000010
wh1911,405a259f00000001
pm1911,405a259f00000002
oi1911,405a259f00000003
ma1911,405a259f00000004
ta1911,405a259f00000005
cf1911,405a259f00000006
sr1911,405a259f00000007
ri1911,405a259f00000008
fg1911,405a259f00000009
rs1911,405a259f0000000a
rm1911,405a259f0000000b
zc1911,405a259f0000000c
jr1911,405a259f0000000d
lr1911,405a259f0000000e
sf1911,405a259f0000000f
sm1911,405a259f00000010
wh1912,405a25a000000001
pm1912,405a25a000000002
oi1912,405a25a000000003
ma1912,405a25a000000004
ta1912,405a25a000000005
cf1912,405a25a000000006
sr1912,405a25a000000007
ri1912,405a25a000000008
fg1912,405a25a000000009
rs1912,405a25a00000000a
rm1912,405a25a00000000b
zc1912,405a25a00000000c
jr1912,405a25a00000000d
lr1912,405a25a00000000e
sf1912,405a25a00000000f
sm1912,405a25a000000010
wh2001,405a25a100000001
pm2001,405a25a100000002
oi2001,405a25a100000003
ma2001,405a25a100000004
ta2001,405a25a100000005
cf2001,405a25a100000006
sr2001,405a25a100000007
ri2001,405a25a100000008
fg2001,405a25a100000009
rs2001,405a25a10000000a
rm2001,405a25a10000000b
zc2001,405a25a10000000c
jr2001,405a25a10000000d
lr2001,405a25a10000000e
sf2001,405a25a10000000f
sm2001,405a25a100000010
wh2002,405a25a200000001
pm2002,405a25a200000002
oi2002,405a25a200000003
ma2002,405a25a200000004
ta2002,405a25a200000005
cf2002,405a25a200000006
sr2002,405a25a200000007
ri2002,405a25a200000008
fg2002,405a25a200000009
rs2002,405a25a20000000a
rm2002,405a25a20000000b
zc2002,405a25a20000000c
jr2002,405a25a20000000d
lr2002,405a25a20000000e
sf2002,405a25a20000000f
sm2002,405a25a200000010
wh2003,405a25a300000001
pm2003,405a25a300000002
oi2003,405a25a300000003
ma2003,405a25a300000004
ta2003,405a25a300000005
cf2003,405a25a300000006
sr2003,405a25a300000007
ri2003,405a25a300000008
fg2003,405a25a300000009
rs2003,405a25a30000000a
rm2003,405a25a30000000b
zc2003,405a25a30000000c
jr2003,405a25a30000000d
lr2003,405a25a30000000e
sf2003,405a25a30000000f
sm2003,405a25a300000010
wh2004,405a25a400000001
pm2004,405a25a400000002
oi2004,405a25a400000003
ma2004,405a25a400000004
ta2004,405a25a400000005
cf2004,405a25a400000006
sr2004,405a25a400000007
ri2004,405a25a400000008
fg2004,405a25a400000009
rs2004,405a25a40000000a
rm2004,405a25a40000000b
zc2004,405a25a40000000c
jr2004,405a25a40000000d
lr2004,405a25a40000000e
sf2004,405a25a40000000f
sm2004,405a25a400000010
wh2005,405a25a500000001
pm2005,405a25a500000002
oi2005,405a25a500000003
ma2005,405a25a500000004
ta2005,405a25a500000005
cf2005,405a25a500000006
sr2005,405a25a500000007
ri2005,405a25a500000008
fg2005,405a25a500000009
rs2005,405a25a50000000a
rm2005,405a25a50000000b
zc2005,405a25a50000000c
jr2005,405a25a50000000d
lr2005,405a25a50000000e
sf2005,405a25a50000000f
sm2005,405a25a500000010
wh2006,405a25a600000001
pm2006,405a25a600000002
oi2006,405a25a600000003
ma2006,405a25a600000004
ta2006,405a25a600000005
cf2006,405a25a600000006
sr2006,405a25a600000007
ri2006,405a25a600000008
fg2006,405a25a600000009
rs2006,405a25a60000000a
rm2006,405a25a60000000b
zc2006,405a25a60000000c
jr2006,405a25a60000000d
lr2006,405a25a60000000e
sf2006,405a25a60000000f
sm2006,405a25a600000010
wh2007,405a25a700000001
pm2007,405a25a700000002
oi2007,405a25a700000003
ma2007,405a25a700000004
ta2007,405a25a700000005
cf2007,405a25a700000006
sr2007,405a25a700000007
ri2007,405a25a700000008
fg2007,405a25a700000009
rs2007,405a25a70000000a
rm2007,405a25a70000000b
zc2007,405a25a70000000c
jr2007,405a25a70000000d
lr2007,405a25a70000000e
sf2007,405a25a70000000f
sm2007,405a25a700000010
wh2008,405a25a800000001
pm2008,405a25a800000002
oi2008,405a25a800000003
ma2008,405a25a800000004
ta2008,405a25a800000005
cf2008,405a25a800000006
sr2008,405a25a800000007
ri2008,405a25a800000008
fg2008,405a25a800000009
rs2008,405a25a80000000a
rm2008,405a25a80000000b
zc2008,405a25a80000000c
jr2008,405a25a80000000d
lr2008,405a25a80000000e
sf2008,405a25a80000000f
sm2008,405a25a800000010
wh2009,405a25a900000001
pm2009,405a25a900000002
oi2009,405a25a900000003
ma2009,405a25a900000004
ta2009,405a25a900000005
cf2009,405a25a900000006
sr2009,405a25a900000007
ri2009,405a25a900000008
fg2009,405a25a900000009
rs2009,405a25a90000000a
rm2009,405a25a90000000b
zc2009,405a25a90000000c
jr2009,405a25a90000000d
lr2009,405a25a90000000e
sf2009,405a25a90000000f
sm2009,405a25a900000010
wh2010,405a25aa00000001
pm2010,405a25aa00000002
oi2010,405a25aa00000003
ma2010,405a25aa00000004
ta2010,405a25aa00000005
cf2010,405a25aa00000006
sr2010,405a25aa00000007
ri2010,405a25aa00000008
fg2010,405a25aa00000009
rs2010,405a25aa0000000a
rm2010,405a25aa0000000b
zc2010,405a25aa0000000c
jr2010,405a25aa0000000d
lr2010,405a25aa0000000e
sf2010,405a25aa0000000f
sm2010,405a25aa00000010
wh2011,405a25ab00000001
pm2011,405a25ab00000002
oi2011,405a25ab00000003
ma2011,405a25ab00000004
ta2011,405a25ab00000005
cf2011,405a25ab00000006
sr2011,405a25ab00000007
ri2011,405a25ab00000008
fg2011,405a25ab00000009
rs2011,405a25ab0000000a
rm2011,405a25ab0000000b
zc2011,405a25ab0000000c
jr2011,405a25ab0000000d
lr2011,405a25ab0000000e
sf2011,405a25ab0000000f
sm2011,405a25ab00000010
wh2012,405a25ac00000001
pm2012,405a25ac00000002
oi2012,405a25ac00000003
ma2012,405a25ac00000004
ta2012,405a25ac00000005
cf2012,405a25ac00000006
sr2012,405a25ac00000007
ri2012,405a25ac00000008
fg2012,405a25ac00000009
rs2012,405a25ac0000000a
rm2012,405a25ac0000000b
zc2012,405a25ac0000000c
jr2012,405a25ac0000000d
lr2012,405a25ac0000000e
sf2012,405a25ac0000000f
sm2012,405a25ac00000010
wh2101,405a25ad00000001
pm2101,405a25ad00000002
oi2101,405a25ad00000003
ma2101,405a25ad00000004
ta2101,405a25ad00000005
cf2101,405a25ad00000006
sr2101,405a25ad00000007
ri2101,405a25ad00000008
fg2101,405a25ad00000009
rs2101,405a25ad0000000a
rm2101,405a25ad0000000b
zc2101,405a25ad0000000c
jr2101,405a25ad0000000d
lr2101,405a25ad0000000e
sf2101,405a25ad0000000f
sm2101,405a25ad00000010
wh2102,405a25ae00000001
pm2102,405a25ae00000002
oi2102,405a25ae00000003
ma2102,405a25ae00000004
ta2102,405a25ae00000005
cf2102,405a25ae00000006
sr2102,405a25ae00000007
ri2102,405a25ae00000008
fg2102,405a25ae00000009
rs2102,405a25ae0000000a
rm2102,405a25ae0000000b
zc2102,405a25ae0000000c
jr2102,405a25ae0000000d
lr2102,405a25ae0000000e
sf2102,405a25ae0000000f
sm2102,405a25ae00000010
wh2103,405a25af00000001
pm2103,405a25af00000002
oi2103,405a25af00000003
ma2103,405a25af00000004
ta2103,405a25af00000005
cf2103,405a25af00000006
sr2103,405a25af00000007
ri2103,405a25af00000008
fg2103,405a25af00000009
rs2103,405a25af0000000a
rm2103,405a25af0000000b
zc2103,405a25af0000000c
jr2103,405a25af0000000d
lr2103,405a25af0000000e
sf2103,405a25af0000000f
sm2103,405a25af00000010
wh2104,405a25b000000001
pm2104,405a25b000000002
oi2104,405a25b000000003
ma2104,405a25b000000004
ta2104,405a25b000000005
cf2104,405a25b000000006
sr2104,405a25b000000007
ri2104,405a25b000000008
fg2104,405a25b000000009
rs2104,405a25b00000000a
rm2104,405a25b00000000b
zc2104,405a25b00000000c
jr2104,405a25b00000000d
lr2104,405a25b00000000e
sf2104,405a25b00000000f
sm2104,405a25b000000010
wh2105,405a25b100000001
pm2105,405a25b100000002
oi2105,405a25b100000003
ma2105,405a25b100000004
ta2105,405a25b100000005
cf2105,405a25b100000006
sr2105,405a25b100000007
ri2105,405a25b100000008
fg2105,405a25b100000009
rs2105,405a25b10000000a
rm2105,405a25b10000000b
zc2105,405a25b10000000c
jr2105,405a25b10000000d
lr2105,405a25b10000000e
sf2105,405a25b10000000f
sm2105,405a25b100000010
wh2106,405a25b200000001
pm2106,405a25b200000002
oi2106,405a25b200000003
ma2106,405a25b200000004
ta2106,405a25b200000005
cf2106,405a25b200000006
sr2106,405a25b200000007
ri2106,405a25b200000008
fg2106,405a25b200000009
rs2106,405a25b20000000a
rm2106,405a25b20000000b
zc2106,405a25b20000000c
jr2106,405a25b20000000d
lr2106,405a25b20000000e
sf2106,405a25b20000000f
sm2106,405a25b200000010
wh2107,405a25b300000001
pm2107,405a25b300000002
oi2107,405a25b300000003
ma2107,405a25b300000004
ta2107,405a25b300000005
cf2107,405a25b300000006
sr2107,405a25b300000007
ri2107,405a25b300000008
fg2107,405a25b300000009
rs2107,405a25b30000000a
rm2107,405a25b30000000b
zc2107,405a25b30000000c
jr2107,405a25b30000000d
lr2107,405a25b30000000e
sf2107,405a25b30000000f
sm2107,405a25b300000010
wh2108,405a25b400000001
pm2108,405a25b400000002
oi2108,405a25b400000003
ma2108,405a25b400000004
ta2108,405a25b400000005
cf2108,405a25b400000006
sr2108,405a25b400000007
ri2108,405a25b400000008
fg2108,405a25b400000009
rs2108,405a25b40000000a
rm2108,405a25b40000000b
zc2108,405a25b40000000c
jr2108,405a25b40000000d
lr2108,405a25b40000000e
sf2108,405a25b40000000f
sm2108,405a25b400000010
wh2109,405a25b500000001
pm2109,405a25b500000002
oi2109,405a25b500000003
ma2109,405a25b500000004
ta2109,405a25b500000005
cf2109,405a25b500000006
sr2109,405a25b500000007
ri2109,405a25b500000008
fg2109,405a25b500000009
rs2109,405a25b50000000a
rm2109,405a25b50000000b
zc2109,405a25b50000000c
jr2109,405a25b50000000d
lr2109,405a25b50000000e
sf2109,405a25b50000000f
sm2109,405a25b500000010
wh2110,405a25b600000001
pm2110,405a25b600000002
oi2110,405a25b600000003
ma2110,405a25b600000004
ta2110,405a25b600000005
cf2110,405a25b600000006
sr2110,405a25b600000007
ri2110,405a25b600000008
fg2110,405a25b600000009
rs2110,405a25b60000000a
rm2110,405a25b60000000b
zc2110,405a25b60000000c
jr2110,405a25b60000000d
lr2110,405a25b60000000e
sf2110,405a25b60000000f
sm2110,405a25b600000010
wh2111,405a25b700000001
pm2111,405a25b700000002
oi2111,405a25b700000003
ma2111,405a25b700000004
ta2111,405a25b700000005
cf2111,405a25b700000006
sr2111,405a25b700000007
ri2111,405a25b700000008
fg2111,405a25b700000009
rs2111,405a25b70000000a
rm2111,405a25b70000000b
zc2111,405a25b70000000c
jr2111,405a25b70000000d
lr2111,405a25b70000000e
sf2111,405a25b70000000f
sm2111,405a25b700000010
wh2112,405a25b800000001
pm2112,405a25b800000002
oi2112,405a25b800000003
ma2112,405a25b800000004
ta2112,405a25b800000005
cf2112,405a25b800000006
sr2112,405a25b800000007
ri2112,405a25b800000008
fg2112,405a25b800000009
rs2112,405a25b80000000a
rm2112,405a25b80000000b
zc2112,405a25b80000000c
jr2112,405a25b80000000d
lr2112,405a25b80000000e
sf2112,405a25b80000000f
sm2112,405a25b800000010
wh2201,405a25b900000001
pm2201,405a25b900000002
oi2201,405a25b900000003
ma2201,405a25b900000004
ta2201,405a25b900000005
cf2201,405a25b900000006
sr2201,405a25b900000007
ri2201,405a25b900000008
fg2201,405a25b900000009
rs2201,405a25b90000000a
rm2201,405a25b90000000b
zc2201,405a25b90000000c
jr2201,405a25b90000000d
lr2201,405a25b90000000e
sf2201,405a25b90000000f
sm2201,405a25b900000010
wh2202,405a25ba00000001
pm2202,405a25ba00000002
oi2202,405a25ba00000003
ma2202,405a25ba00000004
ta2202,405a25ba00000005
cf2202,405a25ba00000006
sr2202,405a25ba00000007
ri2202,405a25ba00000008
fg2202,405a25ba00000009
